"ITEM_SEQ","ENTP_NO","ENTP_NAME","ENTP_SEQ","INDUTY_CLASS_CODE","ITEM_NAME","SN","ITEM_PERMIT_DATE","INGR_CODE","INGR_KOR_NAME","MATERIAL_QTY","TOTQY_SEQ"
"202300892","61","(주)옴니허브","20205667","E0","옴니허브산사","1","2023-03-14","M050729","산사","","1"
"202300893","61","(주)옴니허브","20205667","E0","옴니허브후박","1","2023-03-14","M040813","후박","","1"
"202300894","61","(주)옴니허브","20205667","E0","옴니허브오가피","1","2023-03-14","M040443","오가피","","1"
"202300895","61","(주)옴니허브","20205667","E0","옴니허브작약","1","2023-03-14","M040523","작약","","1"
"202300896","61","(주)옴니허브","20205667","E0","옴니허브건강","1","2023-03-14","M040007","건강","","1"
"202300897","61","(주)옴니허브","20205667","E0","옴니허브당귀","1","2023-03-14","M040070","당귀","","1"
"202300898","61","(주)옴니허브","20205667","E0","옴니허브황기","1","2023-03-14","M040790","황기","","1"
"202300899","61","(주)옴니허브","20205667","E0","옴니허브일당귀","1","2023-03-14","M263497","일당귀","","1"
"202300900","61","(주)옴니허브","20205667","E0","옴니허브지골피","1","2023-03-14","M051352","지골피","","1"
"202300901","61","(주)옴니허브","20205667","E0","옴니허브택사","1","2023-03-14","M040638","택사","","1"
"202300902","61","(주)옴니허브","20205667","E0","옴니허브석고","1","2023-03-14","M040279","석고","","1"
"202300903","61","(주)옴니허브","20205667","E0","옴니허브두충","1","2023-03-14","M040089","두충","","1"
"202300904","61","(주)옴니허브","20205667","E0","옴니허브세신","1","2023-03-14","M040293","세신","","1"
"202300905","61","(주)옴니허브","20205667","E0","옴니허브시호","1","2023-03-14","M040336","시호","","1"
"202300906","61","(주)옴니허브","20205667","E0","옴니허브용안육","1","2023-03-14","M051200","용안육","","1"
"202300907","6144","메딕스제약(주)","20130095","A0","브이콜에이치캡슐","1","2023-03-14","M040353","아세트아미노펜","","1"
"202300907","6144","메딕스제약(주)","20130095","A0","브이콜에이치캡슐","2","2023-03-14","M223211","클로르페니라민말레산염","","1"
"202300907","6144","메딕스제약(주)","20130095","A0","브이콜에이치캡슐","3","2023-03-14","M050058","구아이페네신","","1"
"202300907","6144","메딕스제약(주)","20130095","A0","브이콜에이치캡슐","4","2023-03-14","M222957","덱스트로메토르판브롬화수소산염수화물","","1"
"202300907","6144","메딕스제약(주)","20130095","A0","브이콜에이치캡슐","5","2023-03-14","M264046","DL-메틸에페드린염산염","","1"
"202300907","6144","메딕스제약(주)","20130095","A0","브이콜에이치캡슐","6","2023-03-14","M203364","슈도에페드린염산염","","1"
"202300909","1554","고려제약(주)","19720014","A0","하벤파워골드캡슐","1","2023-03-14","M040353","아세트아미노펜","","1"
"202300909","1554","고려제약(주)","19720014","A0","하벤파워골드캡슐","2","2023-03-14","M050058","구아이페네신","","1"
"202300909","1554","고려제약(주)","19720014","A0","하벤파워골드캡슐","3","2023-03-14","M203364","슈도에페드린염산염","","1"
"202300909","1554","고려제약(주)","19720014","A0","하벤파워골드캡슐","4","2023-03-14","M264046","DL-메틸에페드린염산염","","1"
"202300909","1554","고려제약(주)","19720014","A0","하벤파워골드캡슐","5","2023-03-14","M222957","덱스트로메토르판브롬화수소산염수화물","","1"
"202300909","1554","고려제약(주)","19720014","A0","하벤파워골드캡슐","6","2023-03-14","M223211","클로르페니라민말레산염","","1"
"202300910","1957","(주)넥스팜코리아","19960030","A0","플로시타정10/100밀리그램(다파글리플로진, 시타글립틴)","1","2023-03-14","M251915","시타글립틴인산염수화물","","1"
"202300910","1957","(주)넥스팜코리아","19960030","A0","플로시타정10/100밀리그램(다파글리플로진, 시타글립틴)","2","2023-03-14","M258339","다파글리플로진프로판디올수화물","","1"
"202300911","361","(주)라이트팜텍","20163305","A0","멀티블루에프정","1","2023-03-14","M083577","비스벤티아민","","1"
"202300911","361","(주)라이트팜텍","20163305","A0","멀티블루에프정","2","2023-03-14","M204304","피리독신염산염","","1"
"202300911","361","(주)라이트팜텍","20163305","A0","멀티블루에프정","3","2023-03-14","M096429","시아노코발라민","","1"
"202300911","361","(주)라이트팜텍","20163305","A0","멀티블루에프정","4","2023-03-14","M243785","산화아연","","1"
"202300911","361","(주)라이트팜텍","20163305","A0","멀티블루에프정","5","2023-03-14","M210377","아셀렌산나트륨오수화물","","1"
"202300911","361","(주)라이트팜텍","20163305","A0","멀티블루에프정","6","2023-03-14","M084707","크롬함유건조효모","","1"
"202300911","361","(주)라이트팜텍","20163305","A0","멀티블루에프정","7","2023-03-14","M246028","황산망간수화물","","1"
"202300922","1416","동국제약(주)","19620002","A0","메가센타액","1","2023-03-15","M111745","자하거 엑스","","1"
"202300922","1416","동국제약(주)","19620002","A0","메가센타액","2","2023-03-15","M223262","티아민질산염","","1"
"202300922","1416","동국제약(주)","19620002","A0","메가센타액","3","2023-03-15","M222996","리보플라빈포스페이트나트륨","","1"
"202300922","1416","동국제약(주)","19620002","A0","메가센타액","4","2023-03-15","M204304","피리독신염산염","","1"
"202300922","1416","동국제약(주)","19620002","A0","메가센타액","5","2023-03-15","M040064","니코틴산아미드","","1"
"202300922","1416","동국제약(주)","19620002","A0","메가센타액","6","2023-03-15","M223183","카페인무수물","","1"
"202300925","1324","삼진제약(주)","19560011","A0","타프리드정(테노포비르알라페나미드헤미말산염)","1","2023-03-15","M279170","테노포비르알라페나미드헤미말산염","","1"
"202300927","1666","한국휴텍스제약(주)","19860001","A0","가네리드정(테노포비르알라페나미드헤미말산염)","1","2023-03-15","M279170","테노포비르알라페나미드헤미말산염","","1"
"202300928","1314","삼일제약(주)","19550010","A0","베믈리노정(테노포비르알라페나미드헤미말산염)","1","2023-03-15","M279170","테노포비르알라페나미드헤미말산염","","1"
"202300929","1416","동국제약(주)","19620002","A0","알포테린정(테노포비르알라페나미드헤미말산염)","1","2023-03-15","M279170","테노포비르알라페나미드헤미말산염","","1"
"202300936","1476","명문제약(주)","19660002","A0","마이칼큐정","1","2023-03-16","M247470","시트르산칼슘수화물","","1"
"202300936","1476","명문제약(주)","19660002","A0","마이칼큐정","2","2023-03-16","M233228","콜레칼시페롤농축물(분말형)","","1"
"202300936","1476","명문제약(주)","19660002","A0","마이칼큐정","3","2023-03-16","M096429","시아노코발라민","","1"
"202300936","1476","명문제약(주)","19660002","A0","마이칼큐정","4","2023-03-16","M223289","폴산","","1"
"202300937","1492","경진제약(주)","19680004","A0","에스뮨액","1","2023-03-16","M040523","작약","","1"
"202300937","1492","경진제약(주)","19680004","A0","에스뮨액","2","2023-03-16","M040006","감초","","1"
"202300937","1492","경진제약(주)","19680004","A0","에스뮨액","3","2023-03-16","M223262","티아민질산염","","1"
"202300937","1492","경진제약(주)","19680004","A0","에스뮨액","4","2023-03-16","M222996","리보플라빈포스페이트나트륨","","1"
"202300937","1492","경진제약(주)","19680004","A0","에스뮨액","5","2023-03-16","M204304","피리독신염산염","","1"
"202300937","1492","경진제약(주)","19680004","A0","에스뮨액","6","2023-03-16","M233018","락트산칼슘수화물","","1"
"202300937","1492","경진제약(주)","19680004","A0","에스뮨액","7","2023-03-16","M081871","글리세로인산마그네슘","","1"
"202300938","1492","경진제약(주)","19680004","A0","더블유뮨액","1","2023-03-16","M040070","당귀","","1"
"202300938","1492","경진제약(주)","19680004","A0","더블유뮨액","2","2023-03-16","M040538","진피","","1"
"202300938","1492","경진제약(주)","19680004","A0","더블유뮨액","3","2023-03-16","M081923","백수오","","1"
"202300938","1492","경진제약(주)","19680004","A0","더블유뮨액","4","2023-03-16","M223262","티아민질산염","","1"
"202300938","1492","경진제약(주)","19680004","A0","더블유뮨액","5","2023-03-16","M222996","리보플라빈포스페이트나트륨","","1"
"202300938","1492","경진제약(주)","19680004","A0","더블유뮨액","6","2023-03-16","M204304","피리독신염산염","","1"
"202300938","1492","경진제약(주)","19680004","A0","더블유뮨액","7","2023-03-16","M233018","락트산칼슘수화물","","1"
"202300938","1492","경진제약(주)","19680004","A0","더블유뮨액","8","2023-03-16","M081871","글리세로인산마그네슘","","1"
"202300939","1323","아주약품(주)","19560005","A0","뮤코나주(아세틸시스테인)(앰플)","1","2023-03-16","M050972","아세틸시스테인","","1"
"202300940","2101","경방신약(주)","19990029","A0","스트롱샷연질캡슐(이부프로펜)","1","2023-03-16","M051259","이부프로펜","","1"
"202300945","1324","삼진제약(주)","19560011","A0","마시텐정10밀리그램(마시텐탄)","1","2023-03-16","M260639","마시텐탄(미분화)","","1"
"202300954","1367","알보젠코리아(주)","19580003","A0","그랠리즈서방정600밀리그램(가바펜틴)","1","2023-03-20","M264220","가바펜틴","","1"
"202300955","1367","알보젠코리아(주)","19580003","A0","그랠리즈서방정300밀리그램(가바펜틴)","1","2023-03-20","M264220","가바펜틴","","1"
"202300956","108","한국다케다제약(주)","20160806","C0","오비주르주[서스옥토코그알파(돼지혈액응고VIII인자,유전자재조합)]","1","2023-03-20","M283628","서스옥토코그알파(돼지혈액응고VIII인자,유전자재조합)","","1"
"202300957","87","한국화이자제약(주)","20160560","A0","젤잔즈시럽1mg/mL(토파시티닙시트르산염)","1","2023-03-20","M259196","토파시티닙시트르산염","","1"
"202300973","1472","코오롱제약(주)","19650002","A0","엑스코프연질캡슐","1","2023-03-20","M222957","덱스트로메토르판브롬화수소산염수화물","","1"
"202300973","1472","코오롱제약(주)","19650002","A0","엑스코프연질캡슐","2","2023-03-20","M223249","트리메토퀴놀염산염수화물","","1"
"202300973","1472","코오롱제약(주)","19650002","A0","엑스코프연질캡슐","3","2023-03-20","M050058","구아이페네신","","1"
"202300973","1472","코오롱제약(주)","19650002","A0","엑스코프연질캡슐","4","2023-03-20","M223211","클로르페니라민말레산염","","1"
"202300974","1324","삼진제약(주)","19560011","A0","뉴스타틴알정2.5밀리그램(로수바스타틴칼슘)","1","2023-03-21","M095744","로수바스타틴칼슘","","1"
"202300976","1386","(주)에이프로젠바이오로직스","19590001","A0","쏙코프에이연질캡슐","1","2023-03-21","M040353","아세트아미노펜","","1"
"202300976","1386","(주)에이프로젠바이오로직스","19590001","A0","쏙코프에이연질캡슐","2","2023-03-21","M050058","구아이페네신","","1"
"202300976","1386","(주)에이프로젠바이오로직스","19590001","A0","쏙코프에이연질캡슐","3","2023-03-21","M222957","덱스트로메토르판브롬화수소산염수화물","","1"
"202300976","1386","(주)에이프로젠바이오로직스","19590001","A0","쏙코프에이연질캡슐","4","2023-03-21","M264046","DL-메틸에페드린염산염","","1"
"202300977","6144","메딕스제약(주)","20130095","A0","브이코프에이치캡슐","1","2023-03-21","M264046","DL-메틸에페드린염산염","","1"
"202300977","6144","메딕스제약(주)","20130095","A0","브이코프에이치캡슐","2","2023-03-21","M050058","구아이페네신","","1"
"202300977","6144","메딕스제약(주)","20130095","A0","브이코프에이치캡슐","3","2023-03-21","M222957","덱스트로메토르판브롬화수소산염수화물","","1"
"202300977","6144","메딕스제약(주)","20130095","A0","브이코프에이치캡슐","4","2023-03-21","M223211","클로르페니라민말레산염","","1"
"202300978","1336","일양약품(주)","19570013","A0","속콜시럽","1","2023-03-21","M040353","아세트아미노펜","","1"
"202300978","1336","일양약품(주)","19570013","A0","속콜시럽","2","2023-03-21","M223211","클로르페니라민말레산염","","1"
"202300978","1336","일양약품(주)","19570013","A0","속콜시럽","3","2023-03-21","M204422","dl-메틸에페드린염산염","","1"
"202300978","1336","일양약품(주)","19570013","A0","속콜시럽","4","2023-03-21","M050058","구아이페네신","","1"
"202300978","1336","일양약품(주)","19570013","A0","속콜시럽","5","2023-03-21","M223183","카페인무수물","","1"
"202300978","1336","일양약품(주)","19570013","A0","속콜시럽","6","2023-03-21","M223273","티페피딘히벤즈산염","","1"
"202300991","1420","알리코제약(주)","19620007","A0","알리코리도카인크림10.56%(리도카인)(수출용)","1","2023-03-21","M040131","리도카인","","1"
"202300993","0150","광동제약(주)","19920004","A0","알렌시캡슐75밀리그램(팔보시클립)","1","2023-03-22","M263856","팔보시클립","","1"
"202300994","0150","광동제약(주)","19920004","A0","알렌시캡슐100밀리그램(팔보시클립)","1","2023-03-22","M263856","팔보시클립","","1"
"202300999","1507","진양제약(주)","19700002","A0","피록하이겔(피록시캄)","1","2023-03-22","M071634","피록시캄","","1"
"202301001","0150","광동제약(주)","19920004","A0","알렌시캡슐125밀리그램(팔보시클립)","1","2023-03-22","M263856","팔보시클립","","1"
"202301004","1326","한국유니온제약(주)","19560010","A0","유니브렉스캡슐100밀리그램(세레콕시브)","1","2023-03-22","M089149","세레콕시브","","1"
"202301006","1492","경진제약(주)","19680004","A0","엠뮨액","1","2023-03-22","M050139","녹용","","1"
"202301006","1492","경진제약(주)","19680004","A0","엠뮨액","2","2023-03-22","M211060","홍삼70%에탄올연조엑스(5→1)","","1"
"202301006","1492","경진제약(주)","19680004","A0","엠뮨액","3","2023-03-22","M223262","티아민질산염","","1"
"202301006","1492","경진제약(주)","19680004","A0","엠뮨액","4","2023-03-22","M222996","리보플라빈포스페이트나트륨","","1"
"202301006","1492","경진제약(주)","19680004","A0","엠뮨액","5","2023-03-22","M204304","피리독신염산염","","1"
"202301006","1492","경진제약(주)","19680004","A0","엠뮨액","6","2023-03-22","M233018","락트산칼슘수화물","","1"
"202301006","1492","경진제약(주)","19680004","A0","엠뮨액","7","2023-03-22","M081871","글리세로인산마그네슘","","1"
"202301006","1492","경진제약(주)","19680004","A0","엠뮨액","8","2023-03-22","M243785","산화아연","","1"
"202301007","1386","(주)에이프로젠바이오로직스","19590001","A0","쏙콜에이연질캡슐","1","2023-03-22","M040353","아세트아미노펜","","1"
"202301007","1386","(주)에이프로젠바이오로직스","19590001","A0","쏙콜에이연질캡슐","2","2023-03-22","M050058","구아이페네신","","1"
"202301007","1386","(주)에이프로젠바이오로직스","19590001","A0","쏙콜에이연질캡슐","3","2023-03-22","M203364","슈도에페드린염산염","","1"
"202301007","1386","(주)에이프로젠바이오로직스","19590001","A0","쏙콜에이연질캡슐","4","2023-03-22","M222957","덱스트로메토르판브롬화수소산염수화물","","1"
"202301007","1386","(주)에이프로젠바이오로직스","19590001","A0","쏙콜에이연질캡슐","5","2023-03-22","M223211","클로르페니라민말레산염","","1"
"202301007","1386","(주)에이프로젠바이오로직스","19590001","A0","쏙콜에이연질캡슐","6","2023-03-22","M264046","DL-메틸에페드린염산염","","1"
"202301009","997","(주)마더스제약","2023004618","A0","아보엠연질캡슐0.5밀리그램(두타스테리드)","1","2023-03-23","M102694","두타스테리드","","1"
"202301017","1300","(주)유유제약","19550003","E0","뉴마코에스연질캡슐500밀리그램(오메가-3-산에틸에스테르90)","1","2023-03-23","M261637","오메가3산에틸에스테르90","","1"
"202301018","1308","(주)다림바이오텍","19550016","A0","글루파엑스알서방정500밀리그램(메트포르민염산염)","1","2023-03-23","M244179","메트포르민염산염","","1"
"202301019","1332","신신제약(주)","19570016","A0","신신리바스티그민패취5(수출용)","1","2023-03-24","M220029","리바스티그민","9","1"
"202301020","1332","신신제약(주)","19570016","A0","신신리바스티그민패취10(수출용)","1","2023-03-24","M220029","리바스티그민","18.00","1"
"202301021","2296","주식회사제뉴원사이언스","20020017","A0","엑시아반정30밀리그램(에독사반베실산염수화물)","1","2023-03-24","M281192","에독사반베실산염수화물","","1"
"202301022","2296","주식회사제뉴원사이언스","20020017","A0","엑시아반정15밀리그램(에독사반베실산염수화물)","1","2023-03-24","M281192","에독사반베실산염수화물","","1"
"202301026","2253","(주)종근당바이오","20010033","C0","타임버스엘주(클로스트리디움보툴리눔독소A형)(수출용)","1","2023-03-24","M096119","클로스트리디움보툴리눔독소A형","","1"
"202301028","1523","영일제약(주)","19710014","A0","영일레보설피리드정(수출용)(수출명:Levid tab.)","1","2023-03-27","M099905","레보설피리드","","1"
"202301038","6144","메딕스제약(주)","20130095","A0","알파엠지정","1","2023-03-28","M040262","산화마그네슘","","1"
"202301038","6144","메딕스제약(주)","20130095","A0","알파엠지정","2","2023-03-28","M040133","리보플라빈","","1"
"202301038","6144","메딕스제약(주)","20130095","A0","알파엠지정","3","2023-03-28","M050436","메코발라민","","1"
"202301038","6144","메딕스제약(주)","20130095","A0","알파엠지정","4","2023-03-28","M244365","셀레늄함유건조효모","","1"
"202301038","6144","메딕스제약(주)","20130095","A0","알파엠지정","5","2023-03-28","M204304","피리독신염산염","","1"
"202301038","6144","메딕스제약(주)","20130095","A0","알파엠지정","6","2023-03-28","M255819","토코페롤아세테이트 2배산","","1"
"202301038","6144","메딕스제약(주)","20130095","A0","알파엠지정","7","2023-03-28","M202809","감마-오리자놀","","1"
"202301041","1386","(주)에이프로젠바이오로직스","19590001","A0","코비코나잘액(옥시메타졸린염산염)","1","2023-03-29","M223162","옥시메타졸린염산염","","1"
"202301042","1632","대웅바이오(주)","19830008","E0","지미아이30%시럽(아이비엽30% 에탄올건조엑스(5∼7.5→1))","1","2023-03-29","M273383","아이비엽30%에탄올 건조엑스(5～7.5→1)","","1"
"202301043","1412","(주)바스칸바이오제약","19610009","A0","마이속정(탄산수소나트륨)","1","2023-03-29","M207094","탄산수소나트륨","","1"
"202301044","63","(주)사노피-아벤티스코리아","20160330","C0","넥스비아자임주(아발글루코시다제알파)","1","2023-03-29","M283202","아발글루코시다제알파","","1"
"202301045","1376","오스틴제약(주)","19590006","A0","멜라큐정","1","2023-03-29","M204437","L-시스테인","","1"
"202301045","1376","오스틴제약(주)","19590006","A0","멜라큐정","2","2023-03-29","M113513","아스코르브산 과립97%","","1"
"202301045","1376","오스틴제약(주)","19590006","A0","멜라큐정","3","2023-03-29","M244748","판토텐산칼슘","","1"
"202301054","1480","풍림무약(주)","19670005","E0","파낙센캡슐(인삼40%에탄올건조엑스)","1","2023-03-29","M269209","인삼40%에탄올건조엑스","","1"
"202301057","359","(주)바른한방제약","20161592","E0","바른회향","1","2023-03-30","M040811","회향","","1"
"202301058","359","(주)바른한방제약","20161592","E0","바른호로파","1","2023-03-30","M085448","호로파","","1"
"202301059","359","(주)바른한방제약","20161592","E0","바른현초","1","2023-03-30","M040774","현초","","1"
"202301060","359","(주)바른한방제약","20161592","E0","바른해마","1","2023-03-30","M050685","해마","","1"
"202301061","359","(주)바른한방제약","20161592","E0","바른합개","1","2023-03-30","M088598","합개","","1"
"202301062","359","(주)바른한방제약","20161592","E0","바른피마자","1","2023-03-30","M088936","피마자","","1"
"202301063","359","(주)바른한방제약","20161592","E0","바른판람근","1","2023-03-30","M088726","판람근","","1"
"202301064","359","(주)바른한방제약","20161592","E0","바른파두","1","2023-03-30","M040672","파두","","1"
"202301065","359","(주)바른한방제약","20161592","E0","바른통초","1","2023-03-30","M097864","통초","","1"
"202301066","359","(주)바른한방제약","20161592","E0","바른계내금","1","2023-03-30","M088609","계내금","","1"
"202301067","359","(주)바른한방제약","20161592","E0","바른택란","1","2023-03-30","M088595","택란","","1"
"202301068","359","(주)바른한방제약","20161592","E0","바른초오","1","2023-03-30","M051402","초오","","1"
"202301069","359","(주)바른한방제약","20161592","E0","바른천오","1","2023-03-30","M051383","천오","","1"
"202301070","359","(주)바른한방제약","20161592","E0","바른진주","1","2023-03-30","M051366","진주","","1"
"202301071","359","(주)바른한방제약","20161592","E0","바른진교","1","2023-03-30","M081462","진교","","1"
"202301072","359","(주)바른한방제약","20161592","E0","바른지부자","1","2023-03-30","M051358","지부자","","1"
"202301073","359","(주)바른한방제약","20161592","E0","바른죽여","1","2023-03-30","M051347","죽여","","1"
"202301074","359","(주)바른한방제약","20161592","E0","바른주사","1","2023-03-30","M051339","주사","","1"
"202301075","359","(주)바른한방제약","20161592","E0","바른종대황","1","2023-03-30","M040074","종대황","","1"
"202301076","359","(주)바른한방제약","20161592","E0","바른인동","1","2023-03-30","M088585","인동","","1"
"202301077","1728","한국코러스(주)","19900018","A0","쎈비백뉴로업정","1","2023-03-30","M096428","벤포티아민","","1"
"202301077","1728","한국코러스(주)","19900018","A0","쎈비백뉴로업정","2","2023-03-30","M040488","이노시톨","","1"
"202301077","1728","한국코러스(주)","19900018","A0","쎈비백뉴로업정","3","2023-03-30","M247683","콜린타르타르산염","","1"
"202301077","1728","한국코러스(주)","19900018","A0","쎈비백뉴로업정","4","2023-03-30","M243785","산화아연","","1"
"202301077","1728","한국코러스(주)","19900018","A0","쎈비백뉴로업정","5","2023-03-30","M244365","셀레늄함유건조효모","","1"
"202301077","1728","한국코러스(주)","19900018","A0","쎈비백뉴로업정","6","2023-03-30","M040262","산화마그네슘","","1"
"202301077","1728","한국코러스(주)","19900018","A0","쎈비백뉴로업정","7","2023-03-30","M270667","농축콜레칼시페롤(분말형)","","1"
"202301077","1728","한국코러스(주)","19900018","A0","쎈비백뉴로업정","8","2023-03-30","M223167","우르소데옥시콜산","","1"
"202301077","1728","한국코러스(주)","19900018","A0","쎈비백뉴로업정","9","2023-03-30","M083577","비스벤티아민","","1"
"202301077","1728","한국코러스(주)","19900018","A0","쎈비백뉴로업정","10","2023-03-30","M040133","리보플라빈","","1"
"202301077","1728","한국코러스(주)","19900018","A0","쎈비백뉴로업정","11","2023-03-30","M040064","니코틴산아미드","","1"
"202301077","1728","한국코러스(주)","19900018","A0","쎈비백뉴로업정","12","2023-03-30","M244748","판토텐산칼슘","","1"
"202301077","1728","한국코러스(주)","19900018","A0","쎈비백뉴로업정","13","2023-03-30","M204304","피리독신염산염","","1"
"202301077","1728","한국코러스(주)","19900018","A0","쎈비백뉴로업정","14","2023-03-30","M050704","비오틴","","1"
"202301077","1728","한국코러스(주)","19900018","A0","쎈비백뉴로업정","15","2023-03-30","M223289","폴산","","1"
"202301077","1728","한국코러스(주)","19900018","A0","쎈비백뉴로업정","16","2023-03-30","M096429","시아노코발라민","","1"
"202301078","1475","지엘파마(주)","19650018","E0","미니메가연질캡슐500밀리그램(오메가-3-산에틸에스테르90)","1","2023-03-30","M261637","오메가3산에틸에스테르90","","1"
"202301079","2243","(주)다산제약","20010024","E0","미니마코연질캡슐500밀리그램(오메가-3-산에틸에스테르90)","1","2023-03-30","M261637","오메가3산에틸에스테르90","","1"
"202301080","1654","(주)테라젠이텍스","19850002","E0","뉴마론연질캡슐0.5그램(오메가-3-산에틸에스테르90)","1","2023-03-30","M261637","오메가3산에틸에스테르90","","1"
"202301087","2638","코스맥스파마(주)","20170081","A0","비콜연질캡슐","1","2023-03-30","M040353","아세트아미노펜","200.00","1"
"202301087","2638","코스맥스파마(주)","20170081","A0","비콜연질캡슐","2","2023-03-30","M050058","구아이페네신","41.66","1"
"202301087","2638","코스맥스파마(주)","20170081","A0","비콜연질캡슐","3","2023-03-30","M203364","슈도에페드린염산염","","1"
"202301087","2638","코스맥스파마(주)","20170081","A0","비콜연질캡슐","4","2023-03-30","M222957","덱스트로메토르판브롬화수소산염수화물","8.00","1"
"202301087","2638","코스맥스파마(주)","20170081","A0","비콜연질캡슐","5","2023-03-30","M223211","클로르페니라민말레산염","","1"
"202301087","2638","코스맥스파마(주)","20170081","A0","비콜연질캡슐","6","2023-03-30","M204422","dl-메틸에페드린염산염","12.00","1"
"202301088","331","에리슨제약(주)","20100745","A0","엘탄서방정60밀리그램(묽은이소소르비드일질산염)","1","2023-03-31","M258776","묽은이소소르비드일질산염","","1"
"202301089","1337","한미약품(주)","19570027","A0","노코틴정1밀리그램(바레니클린옥살산염수화물)","1","2023-03-31","M265225","바레니클린옥살산염수화물","","1"
"202301090","1337","한미약품(주)","19570027","A0","노코틴정0.5밀리그램(바레니클린옥살산염수화물)","1","2023-03-31","M265225","바레니클린옥살산염수화물","","1"
"202301091","1313","(주)마더스제약","19550012","A0","로수엠젯정10/2.5밀리그램(에제티미브, 로수바스타틴)","1","2023-03-31","M095744","로수바스타틴칼슘","","1"
"202301091","1313","(주)마더스제약","19550012","A0","로수엠젯정10/2.5밀리그램(에제티미브, 로수바스타틴)","2","2023-03-31","M097492","에제티미브","","1"
"202301092","1427","부광약품(주)","19630001","A0","타세놀콜드시럽","1","2023-03-31","M040353","아세트아미노펜","","1"
"202301092","1427","부광약품(주)","19630001","A0","타세놀콜드시럽","2","2023-03-31","M223211","클로르페니라민말레산염","","1"
"202301092","1427","부광약품(주)","19630001","A0","타세놀콜드시럽","3","2023-03-31","M204422","dl-메틸에페드린염산염","","1"
"202301092","1427","부광약품(주)","19630001","A0","타세놀콜드시럽","4","2023-03-31","M050058","구아이페네신","","1"
"202301092","1427","부광약품(주)","19630001","A0","타세놀콜드시럽","5","2023-03-31","M223183","카페인무수물","","1"
"202301092","1427","부광약품(주)","19630001","A0","타세놀콜드시럽","6","2023-03-31","M223273","티페피딘히벤즈산염","","1"
"202301094","1414","신풍제약(주)","19620001","A0","콜로스타정2.5밀리그램(로수바스타틴칼슘)","1","2023-03-31","M095744","로수바스타틴칼슘","","1"
"202301096","2606","동아제약(주)","20133156","E0","동아보감경옥고","1","2023-03-31","M082091","생지황즙","","1"
"202301096","2606","동아제약(주)","20133156","E0","동아보감경옥고","2","2023-03-31","M040225","복령","","1"
"202301096","2606","동아제약(주)","20133156","E0","동아보감경옥고","3","2023-03-31","M051291","인삼","","1"
"202301096","2606","동아제약(주)","20133156","E0","동아보감경옥고","4","2023-03-31","M200168","꿀","","1"
"202301097","1648","(주)알피바이오","19840009","A0","디큐펜맥스정500밀리그램(아세트아미노펜)","1","2023-03-31","M040353","아세트아미노펜","","1"
"202301098","1338","(주)퍼슨","19570002","A0","래반포르테주입크림","1","2023-03-31","M223298","프레드니솔론아세테이트","0.5","1"
"202301098","1338","(주)퍼슨","19570002","A0","래반포르테주입크림","2","2023-03-31","M223240","토코페롤아세테이트","30.0","1"
"202301098","1338","(주)퍼슨","19570002","A0","래반포르테주입크림","3","2023-03-31","M040131","리도카인","30.0","1"
"202301098","1338","(주)퍼슨","19570002","A0","래반포르테주입크림","4","2023-03-31","M051015","알란토인","10.0","1"
"202301100","1324","삼진제약(주)","19560011","A0","포비글정10/100밀리그램","1","2023-03-31","M258339","다파글리플로진프로판디올수화물","","1"
"202301100","1324","삼진제약(주)","19560011","A0","포비글정10/100밀리그램","1","2023-03-31","M251915","시타글립틴인산염수화물","","2"
"202301101","1289","(주)대웅제약","19540008","E0","대웅징코샷정240밀리그램(은행엽건조엑스)","1","2023-03-31","M088948","은행엽건조엑스","","1"
"202301116","1693","동성제약(주)","19880003","A0","토스롱에스액","1","2023-04-03","M040096","디멘히드리네이트","","1"
"202301116","1693","동성제약(주)","19880003","A0","토스롱에스액","2","2023-04-03","M223081","스코폴라민브롬화수소산염수화물","","1"
"202301116","1693","동성제약(주)","19880003","A0","토스롱에스액","3","2023-04-03","M040064","니코틴산아미드","","1"
"202301116","1693","동성제약(주)","19880003","A0","토스롱에스액","4","2023-04-03","M223183","카페인무수물","","1"
"202301116","1693","동성제약(주)","19880003","A0","토스롱에스액","5","2023-04-03","M204304","피리독신염산염","","1"
"202301117","1410","대화제약(주)","19610006","A0","뉴온큐플라스타","1","2023-04-03","M204423","dl-캄파","","1"
"202301117","1410","대화제약(주)","19610006","A0","뉴온큐플라스타","2","2023-04-03","M230875","l-멘톨","","1"
"202301117","1410","대화제약(주)","19610006","A0","뉴온큐플라스타","3","2023-04-03","M040200","박하유","","1"
"202301117","1410","대화제약(주)","19610006","A0","뉴온큐플라스타","4","2023-04-03","M203279","살리실산메틸","","1"
"202301117","1410","대화제약(주)","19610006","A0","뉴온큐플라스타","5","2023-04-03","M223254","티몰","","1"
"202301117","1410","대화제약(주)","19610006","A0","뉴온큐플라스타","6","2023-04-03","M200188","노닐산바닐릴아미드","","1"
"202301122","759","(주)필인터내셔널","20183707","A0","필루라틴질연질캡슐","1","2023-04-04","M200243","니푸라텔","","1"
"202301122","759","(주)필인터내셔널","20183707","A0","필루라틴질연질캡슐","2","2023-04-04","M020020","니스타틴","","1"
"202301134","1648","(주)알피바이오","19840009","A0","툭툭코프연질캡슐","1","2023-04-04","M040353","아세트아미노펜","","1"
